building_name,building_address,building_description,building_units_available,apt_type,apt_rent,apt_footage,rooms,latitude,longitude,distance_wh,distance_cap,zscore_price
2107 S STREET NW,"2107 S Street Northwest, Washington, DC","**VACANT AND EASY TO SHOW**Amazing Luxury PENTHOUSE apartment with PRIVATE ELEVATOR and PRIVATE ROOFTOP DECK. One of a kind, two-bedroom apartment located in the heart of DUPONT/KALORAMA.",1,2 Bedrooms,4250,1475,3,38.9142265,-77.04683320000002,2049,4270,1.1677957306159377
1632 30TH STREET NW,"1632 30th Street Northwest, Washington, DC","For serenity and charm in the most historic neighborhood in Washington, look no further...this beautiful, comfortable, immaculately maintained condo is ready for you to call it home.",1,1 Bedroom,2750,655,2,38.9115308,-77.0595495,2571,5026,0.18199766406786222
1080 WISCONSIN AVENUE NW,"1080 Wisconsin Avenue Northwest, Washington, DC","Exciting opportunity to lease a rarely available two level, 2 BRs with 2.5 BA's luxury condo in the heart of Georgetown. 1,326 Sq Ft  with hardwood floors, abundant natural sunlight throughout.",1,1 Bedroom,1651,719,2,38.904651,-77.0629616,2497,4991,-0.540263719356361
1080 WISCONSIN AVENUE NW,"1080 Wisconsin Avenue Northwest, Washington, DC","Exciting opportunity to lease a rarely available two level, 2 BRs with 2.5 BA's luxury condo in the heart of Georgetown. 1,326 Sq Ft  with hardwood floors, abundant natural sunlight throughout.",1,2 Bedrooms,4450,1160,3,38.904651,-77.0629616,2497,4991,1.2992354728223476
460 NEW YORK AVENUE NW,"460 New York Avenue Northwest, Washington, DC",Beautiful 1 bedroom 1 bath unit in the sought-after neighborhood of Mt. Vernon Square.,1,Studio,1311,480,1,38.90389649999999,-77.0180781,1639,1745,-0.763711281107258
460 NEW YORK AVENUE NW,"460 New York Avenue Northwest, Washington, DC",Beautiful 1 bedroom 1 bath unit in the sought-after neighborhood of Mt. Vernon Square.,1,1 Bedroom,2250,580,2,38.90389649999999,-77.0180781,1639,1745,-0.1466016914481629
2510 ONTARIO ROAD NW,"2510 Ontario Road Northwest, Washington, DC","Imagine it! You're one block from the grocery store, 3 blocks from a multitude of shopping, dining, and nightlife, a 13 min walk or a fast bus ride to the Columbia Heights Metro station and living in a gorgeous, spacious, two bed, two bath home with ",1,2 Bedrooms,3150,980,3,38.9234541,-77.0404236,2852,4625,0.4448771484806823
1763 P STREET NW,"1763 P Street Northwest, Washington, DC","NEW PRICE!  DELUXE DUPONT CONDO WITH DECK & TWO-CAR PARKING. This Victorian row home, circa 1900, was converted to a two-unit boutique building and is perfectly situated one block from Dupont Circle.",1,2 Bedrooms,4500,1621,3,38.90985149999999,-77.0412446,1402,3588,1.3320954083739502
414 SEWARD SQUARE SE,"414 Seward Square Southeast, Washington, DC",Darling 1 bedroom unit in classic Capitol Hill building! Updated kitchen with quartz counter tops and pass thru. Original tiles in the bath.  Radiator heat (which bangs throughout the building at times) .,1,1 Bedroom,1900,467,2,38.88678529999999,-76.99996920000002,3321,827,-0.3766212403093805
1245 13TH STREET NW,"1245 13th Street Northwest, Washington, DC",Cozy Application Link: https://home.cozy.co/apply/#!/1093105,1,Studio,1311,480,1,38.9070089,-77.0294317,1121,2613,-0.763711281107258
1245 13TH STREET NW,"1245 13th Street Northwest, Washington, DC",Cozy Application Link: https://home.cozy.co/apply/#!/1093105,1,1 Bedroom,1651,719,2,38.9070089,-77.0294317,1121,2613,-0.540263719356361
1245 13TH STREET NW,"1245 13th Street Northwest, Washington, DC",Cozy Application Link: https://home.cozy.co/apply/#!/1093105,1,2 Bedrooms,3300,852,3,38.9070089,-77.0294317,1121,2613,0.5434569551354899
410 O STREET SW,"410 O Street Southwest, Washington, DC","Gorgeous sun-filled 1 bedroom nestled on the Southwest Waterfront, just steps from the water.   Walk to the splendid District Wharf for dining, shopping, and entertainment.",1,1 Bedroom,2200,777,2,38.8733143,-77.0183066,3123,2041,-0.17946162699976542
1111 25TH STREET NW,"1111 25th Street Northwest, Washington, DC","Incredible condo in the heart of the West End.  Perfect roommate layout with two master suites on opposite sides of living room. Unit features new SS apps, gleaming hardwood floors, & garage parking ($250).",1,Studio,1311,480,1,38.9045789,-77.05297139999998,1684,4177,-0.763711281107258
1111 25TH STREET NW,"1111 25th Street Northwest, Washington, DC","Incredible condo in the heart of the West End.  Perfect roommate layout with two master suites on opposite sides of living room. Unit features new SS apps, gleaming hardwood floors, & garage parking ($250).",1,1 Bedroom,1651,719,2,38.9045789,-77.05297139999998,1684,4177,-0.540263719356361
1111 25TH STREET NW,"1111 25th Street Northwest, Washington, DC","Incredible condo in the heart of the West End.  Perfect roommate layout with two master suites on opposite sides of living room. Unit features new SS apps, gleaming hardwood floors, & garage parking ($250).",1,2 Bedrooms,3950,1036,3,38.9045789,-77.05297139999998,1684,4177,0.9706361173063225
2202 WYOMING AVENUE NW,"2202 Wyoming Avenue Northwest, Washington, DC","Walk to DuPont! Sophisticated 5BR/6BA/2HBA townhome w gracious entertaining spaces in the heart of Kalorama for rent. 2 car garage, 2 wood burning fireplaces, marble entry foyer.",1,5 Bedrooms,11500,4690,6,38.916795,-77.0493516,2404,4620,5.9324863855983025
3203 10TH STREET NE,"3203 10th Street Northeast, Washington, DC","Large, lovingly maintained, detached house on bucolic street. 3 beds/2 full-baths up with one large in-law suite in the basement with full kitchen. Central A/C & heat, original flooring, & full capacity Washer/Dryer. Plenty of storage space.",1,4 Bedrooms,3900,2119,5,38.929881,-76.99218499999998,5152,4644,0.93777618175472
2200 17TH STREET NW,"2200 17th Street Northwest, Washington, DC","MERIDIAN CRESCENT - gorgeous approx 1000 sq ft condo with high ceilings / garage - just off Meridian Hill on a one way street, this condo is quiet and pristine with great views to the West.",1,1 Bedroom,3195,988,2,38.9198081,-77.0389505,2433,4227,0.4744510904771246
1830 JEFFERSON PLACE NW,"1830 Jefferson Place Northwest, Washington, DC",Gorgeous two-level Dupont Circle townhouse condo in an unbeatable location. 1BR+den/ 2.,1,1 Bedroom,1651,719,2,38.9062901,-77.04290859999998,1120,3483,-0.540263719356361
1830 JEFFERSON PLACE NW,"1830 Jefferson Place Northwest, Washington, DC",Gorgeous two-level Dupont Circle townhouse condo in an unbeatable location. 1BR+den/ 2.,1,2 Bedrooms,3995,1401,3,38.9062901,-77.04290859999998,1120,3483,1.0002100593027647
3701 CONNECTICUT AVENUE NW,"3701 Connecticut Avenue Northwest, Washington, DC",New Price! Spacious one bedroom plus partial den(great office space)  in the heart of Cleveland Park. Beautiful built-ins though out provides plenty of storage in unit.,1,Studio,1311,480,1,38.9383794,-77.0593559,4933,6943,-0.763711281107258
3701 CONNECTICUT AVENUE NW,"3701 Connecticut Avenue Northwest, Washington, DC",New Price! Spacious one bedroom plus partial den(great office space)  in the heart of Cleveland Park. Beautiful built-ins though out provides plenty of storage in unit.,1,1 Bedroom,1925,689,2,38.9383794,-77.0593559,4933,6943,-0.36019127253357924
24 RHODE ISLAND AVENUE NE,"24 Rhode Island Avenue Northeast, Washington, DC",Enjoy working from home in this stunning and historic Rhode Island Ave row home in the heart of DC. Beautiful island in open kitchen & dining area that face North on to your private deck.,1,3 Bedrooms,3600,3333,4,38.9174118,-77.00814670000003,3196,3038,0.7406165684451049
1252 E STREET NE,"1252 E Street Northeast, Washington, DC","**OPEN HOUSE today between 12:30 - 1:30. ***Nice and bright basement efficiency prepped and ready for new tenant.  Spacious and separated space for bedroom, living and dining.  Internet and water included in the price.",1,Studio,1375,1360,1,38.896329,-76.98849799999998,4076,1873,-0.7216505636012068
1327 EUCLID STREET NW,"1327 Euclid Street Northwest, Washington, DC","One Br. apartment at $1,950.00 per month, front view, conveniently situated just a few blocks from U Street Corridor, Columbia Heights Metro Station, the new DC USA Mall, Giant, restaurants, banks, etc.",1,1 Bedroom,1950,600,2,38.9239313,-77.0306538,2901,4222,-0.343761304757778
1327 EUCLID STREET NW,"1327 Euclid Street Northwest, Washington, DC","One Br. apartment at $1,950.00 per month, front view, conveniently situated just a few blocks from U Street Corridor, Columbia Heights Metro Station, the new DC USA Mall, Giant, restaurants, banks, etc.",1,2 Bedrooms,2320,1106,3,38.9239313,-77.0306538,2901,4222,-0.10059778167591939
2424 17TH STREET NW,"2424 17th Street Northwest, Washington, DC","Cozy, well-appointed pet-friendly contemporary perfection with large furnished private roof deck! This perfectly laid out studio condo offers every modern convenience.",1,Studio,1600,291,1,38.922336,-77.0393103,2715,4468,-0.5737808536189956
2424 17TH STREET NW,"2424 17th Street Northwest, Washington, DC","Cozy, well-appointed pet-friendly contemporary perfection with large furnished private roof deck! This perfectly laid out studio condo offers every modern convenience.",1,1 Bedroom,1651,719,2,38.922336,-77.0393103,2715,4468,-0.540263719356361
2424 17TH STREET NW,"2424 17th Street Northwest, Washington, DC","Cozy, well-appointed pet-friendly contemporary perfection with large furnished private roof deck! This perfectly laid out studio condo offers every modern convenience.",1,2 Bedrooms,2320,1106,3,38.922336,-77.0393103,2715,4468,-0.10059778167591939
907 N STREET NW,"907 N Street Northwest, Washington, DC","Fabulous 2br/2ba Penthouse duplex with Southern exposure. A block from Mt Vernon Metro! Soaring 10 ft ceilings, oversized windows, exotic wenge wood floors throughout, LR with private balcony. Sizable BR and elegant BA on each floor.",1,2 Bedrooms,3450,1066,3,38.9073935,-77.02445490000002,1407,2369,0.6420367617902974
424 Q STREET NW,"424 Q Street Northwest, Washington, DC",Fantastic two bedroom and one and  1/2 bath with TWO outdoor spaces to enjoy. Front balcony overlooks Q Street and its mature trees. It has two huge doors that are accessed through bedroom one.,1,2 Bedrooms,2700,1100,3,38.9108175,-77.0175385,2101,2434,0.1491377285162597
2101 Connecticut Ave,"2101 Connecticut Ave NW, Washington, DC","Newly painted and ready for move-in! Welcome to 2101 Connecticut, Washington's renowned premier cooperative, designed by Joseph Abel and George Santmyers in 1927.",1,3 Bedrooms,8000,3200,4,38.9183916,-77.04704659999999,2471,4588,3.632290896986126
2151 FLORIDA AVENUE NW,"2151 Florida Avenue Northwest, Washington, DC",Grand Kalorama row house. The home boasts touches of old-world architecture with modern-day renovation. 3 Bedroom and 2 Full Bathroom. Home is nearly 2000 sq ft.,1,3 Bedrooms,5750,1886,4,38.9123526,-77.04802480000002,1926,4226,2.153593797164013
1221 NW 4TH STREET NW,"1221 4th St NW, Washington, DC",Tenants plan to move August 1st. 24 hour notice required for showings.  Mask & Gloves are required. bedroom on main & top level. Open living room/kitchen. Bamboo Flooring with stainless steel cable railings and appliances.,1,2 Bedrooms,3100,1283,3,38.906342,-77.01586999999998,1930,1917,0.41201721292907983
3759 W STREET NW,"3759 W Street Northwest, Washington, DC","Charming, bright & renovated Glover Park house with great front porch and rear deck, open floor plan, living room, kitchen/dining area, sun/garden room opening to a deck down to a lovely slate patio.",1,4 Bedrooms,4750,1973,5,38.9193704,-77.075862,4229,6685,1.4963950861319628
3805 VAN NESS STREET NW,"3805 Van Ness Street Northwest, Washington, DC",Spacious 3-bedroom - PLUS Basement Suite - 3-bathroom semi-detached gem in unparalleled location! Wood Floors. French Doors to huge Deck. 3-Bedrooms plus a Study on Second Floor. In-Law Suite with Bathroom and Kitchen in Basement. Fenced Backyard.,1,3 Bedrooms,4300,2048,4,38.9433836,-77.0754461,6112,8289,1.20065566616754
3805 VAN NESS STREET NW,"3805 Van Ness Street Northwest, Washington, DC",Spacious 3-bedroom - PLUS Basement Suite - 3-bathroom semi-detached gem in unparalleled location! Wood Floors. French Doors to huge Deck. 3-Bedrooms plus a Study on Second Floor. In-Law Suite with Bathroom and Kitchen in Basement. Fenced Backyard.,1,4 Bedrooms,3686,2121,5,38.9433836,-77.0754461,6112,8289,0.7971356575938613
475 K STREET NW,"475 K Street Northwest, Washington, DC","Furnished affordable dwelling unit (80% MFI ADU) available in one of the most sought after buildings, The K at City Vista! Income cannot exceed $69,139 for one person.",1,1 Bedroom,1875,761,2,38.9028275,-77.01833020000002,1575,1653,-0.39305120808518174
475 K STREET NW,"475 K Street Northwest, Washington, DC","Furnished affordable dwelling unit (80% MFI ADU) available in one of the most sought after buildings, The K at City Vista! Income cannot exceed $69,139 for one person.",1,2 Bedrooms,2320,1106,3,38.9028275,-77.01833020000002,1575,1653,-0.10059778167591939
1618 S STREET NW,"1618 S Street Northwest, Washington, DC","Amazing 1bedroom/1bath unit in the heart of Dupont.  Harwood floors, renovated kitchen, High grade stainless steel appliances. Private huge deck. Building has a bike room and a free of charge washer/dryer next to the unit. Pets allowed case by case.",1,1 Bedroom,2400,544,2,38.9138911,-77.03748039999998,1766,3647,-0.04802188479335537
612 ALABAMA AVENUE SE,"612 Alabama Avenue Southeast, Washington, DC","Stunning! Fully renovated historic 1903 farmhouse. Open and gorgeous fully equipped kitchen, large dining and living areas with built-ins, first floor powder room and laundry.  Upstairs has two bedrooms, two full baths plus Aden.",1,2 Bedrooms,2250,1512,3,38.8433967,-76.99732579999998,6911,5269,-0.1466016914481629
541 FLORIDA AVENUE NW,"541 Florida Avenue Northwest, Washington, DC","Expansive 2 bed / 2 baths in the heart of Shaw. Amazing views on 2 levels. Large bedrooms and living spaces allow for room to move freely and set up a home office. Steps to Howard University and Howard Hospital, Shaw Metro and North Shaw amenities.",1,2 Bedrooms,3500,1823,3,38.91549600000001,-77.019657,2370,2985,0.6748966973418999
111 11TH STREET SE,"111 11th Street Southeast, Washington, DC","Short term rental (lease end would be no later than Jan 15, 2020).",1,2 Bedrooms,3500,1236,3,38.888737,-76.99174620000002,3929,1464,0.6748966973418999
1439 SPRING ROAD NW,"1439 Spring Road Northwest, Washington, DC","Excellent opportunity to rent  a two bedrooms condo in the heart of a lively city. Columbia  Heights, with great open concept living room, dining area and kitchen entry,  remodel kitchen and bathroom, S.S.",1,2 Bedrooms,2200,700,3,38.9376479,-77.03496100000002,4394,5759,-0.17946162699976542
1101 FERN STREET NW,"1101 Fern Street Northwest, Washington, DC","Beautiful like new penthouse condo in Shepherd Park. Located across the street from the Walter Reed development. Hardwood floors, quartz Countertop, Stainless steel appliances.  Spacious private roof terrace.",1,1 Bedroom,2250,641,2,38.9781989,-77.0266929,8928,9911,-0.1466016914481629
3620 PROSPECT STREET NW,"3620 Prospect Street Northwest, Washington, DC","Beautiful Federal residence with unparalleled views of the Potomac River & Key Bridge, and just steps to shops, restaurants and Georgetown U. Decks on all levels, each bedroom has own bath.  2 car, Tandem, in attached garage.",1,2 Bedrooms,12500,1600,3,38.9056584,-77.0709052,3190,5680,6.589685096630353
1013 E STREET SE,"1013 E Street Southeast, Washington, DC","VIRTUAL AND NO CONTACT TOURS AVAILABLE - Gorgeous 1 Bedroom + DEN, 1 Bath unit available in Eastern Market. PRIVATE ENTRANCE! While listed as one bedroom, the den is large enough to serve as a bedroom and has a small closet.",1,1 Bedroom,1651,719,2,38.8825201,-76.99204999999998,4140,1657,-0.540263719356361
